Accumulator, Total count, Average count
RUN_EM, 3458870207748, 3458870207748.000000
LDA_INFERENCE, 3449308004808, 66847054.356744
DIGAMMA, 843700910260, 236.101672
LOG_SUM, 994983095938, 286.570220
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 187404, 166.729537
DOC_E_STEP, 3454741727128, 66952359.052868
LIKELIHOOD, 382930681486, 770262.643718
MLE, 4052408996, 92100204.454545
OPT_ALPHA, 1130770, 26296.976744
EM_CONVERGE, 43, 43.000000
INFERENCE_CONVERGE, 497143, 9.634554
ALPHA_CONVERGE, 562, 13.069767
