Accumulator, Total count, Average count
RUN_EM, 2881205790746, 2881205790746.000000
LDA_INFERENCE, 2873030390080, 65296145.229091
DIGAMMA, 708750888492, 238.103773
LOG_SUM, 828146624986, 286.350123
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 174552, 167.838462
DOC_E_STEP, 2877355743424, 65394448.714182
LIKELIHOOD, 318230650650, 769076.184014
MLE, 3784870734, 92313920.341463
OPT_ALPHA, 1034460, 25861.500000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 413783, 9.404159
ALPHA_CONVERGE, 520, 13.000000
