Accumulator, Total count, Average count
RUN_EM, 6298561293374, 6298561293374.000000
LDA_INFERENCE, 6285590172718, 71917507.697002
DIGAMMA, 1549603503406, 233.524441
LOG_SUM, 1811935338960, 280.995155
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 195138, 165.091371
DOC_E_STEP, 6293962707390, 72013303.288215
LIKELIHOOD, 699592475498, 758854.455333
MLE, 4502161956, 95790679.914894
OPT_ALPHA, 1135598, 24686.913043
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 921906, 10.548124
ALPHA_CONVERGE, 591, 12.847826
