Accumulator, Total count, Average count
RUN_EM, 850187500588, 850187500588.000000
LDA_INFERENCE, 845693533622, 49746678.448353
DIGAMMA, 207775380718, 233.529253
LOG_SUM, 243632719376, 282.046762
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 147190, 165.382022
DOC_E_STEP, 847307117534, 49841595.149059
LIKELIHOOD, 94017971968, 729845.534960
MLE, 2849927124, 81426489.257143
OPT_ALPHA, 878048, 25824.941176
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 128819, 7.577588
ALPHA_CONVERGE, 445, 13.088235
