Accumulator, Total count, Average count
RUN_EM, 1558844545994, 1558844545994.000000
LDA_INFERENCE, 1552563619972, 58367053.382406
DIGAMMA, 379554806248, 240.130164
LOG_SUM, 446045870628, 290.540795
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 169140, 169.478958
DOC_E_STEP, 1555319339992, 58470651.879398
LIKELIHOOD, 177256880416, 794660.093320
MLE, 3478386040, 89189385.641026
OPT_ALPHA, 942408, 24800.210526
EM_CONVERGE, 38, 38.000000
INFERENCE_CONVERGE, 223060, 8.385714
ALPHA_CONVERGE, 499, 13.131579
