Accumulator, Total count, Average count
RUN_EM, 2409076922644, 2409076922644.000000
LDA_INFERENCE, 2401363708430, 63528140.434656
DIGAMMA, 584167436852, 239.405344
LOG_SUM, 694739792430, 293.073603
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 199546, 179.771171
DOC_E_STEP, 2405146522172, 63628214.872275
LIKELIHOOD, 265600706924, 780742.252635
MLE, 3869908326, 89997868.046512
OPT_ALPHA, 1053876, 25092.285714
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 340190, 8.999735
ALPHA_CONVERGE, 555, 13.214286
