Accumulator, Total count, Average count
RUN_EM, 115012708418, 115012708418.000000
LDA_INFERENCE, 114030493192, 38010164.397333
DIGAMMA, 29075520584, 243.272753
LOG_SUM, 32817454920, 283.162065
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 9363800, 173.217655
DOC_E_STEP, 114224019370, 38074673.123333
LIKELIHOOD, 8582191910, 486573.982878
MLE, 686209080, 22135776.774194
OPT_ALPHA, 44149436, 1471647.866667
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 17638, 5.879333
ALPHA_CONVERGE, 27029, 900.966667
