Accumulator, Total count, Average count
RUN_EM, 6025821286422, 6025821286422.000000
LDA_INFERENCE, 6012985725624, 71075481.390355
DIGAMMA, 1481900891166, 233.618372
LOG_SUM, 1734831019646, 281.449216
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 201360, 165.049180
DOC_E_STEP, 6021169624770, 71172217.786879
LIKELIHOOD, 666587571368, 755587.463054
MLE, 4554616260, 94887838.750000
OPT_ALPHA, 1119592, 23821.106383
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 882211, 10.428026
ALPHA_CONVERGE, 610, 12.978723
