Accumulator, Total count, Average count
RUN_EM, 622840060956, 622840060956.000000
LDA_INFERENCE, 620449145598, 47003723.151364
DIGAMMA, 155993364076, 244.398293
LOG_SUM, 177987581754, 287.333289
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 11546578, 174.948152
DOC_E_STEP, 621435349068, 47078435.535455
LIKELIHOOD, 53585070066, 570794.755598
MLE, 1290699964, 37961763.647059
OPT_ALPHA, 54190546, 1642137.757576
EM_CONVERGE, 33, 33.000000
INFERENCE_CONVERGE, 93878, 7.111970
ALPHA_CONVERGE, 33000, 1000.000000
