Accumulator, Total count, Average count
RUN_EM, 4561384554416, 4561384554416.000000
LDA_INFERENCE, 4550701938554, 68950029.372030
DIGAMMA, 1116633231632, 233.403118
LOG_SUM, 1313235380364, 282.497861
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 188180, 165.070175
DOC_E_STEP, 4557105879928, 69047058.786788
LIKELIHOOD, 505361418806, 759237.547728
MLE, 4200176616, 93337258.133333
OPT_ALPHA, 1051070, 23887.954545
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 665617, 10.085106
ALPHA_CONVERGE, 570, 12.954545
