Accumulator, Total count, Average count
RUN_EM, 5349851011926, 5349851011926.000000
LDA_INFERENCE, 5338337787024, 69782193.294431
DIGAMMA, 1320259275166, 233.991003
LOG_SUM, 1539007804814, 280.700290
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 191880, 165.129088
DOC_E_STEP, 5345445877608, 69875109.511216
LIKELIHOOD, 589285634296, 751596.699547
MLE, 4317043120, 93848763.478261
OPT_ALPHA, 1076568, 23923.733333
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 784045, 10.248954
ALPHA_CONVERGE, 581, 12.911111
